:START_ID,:END_ID,score:DOUBLE,:TYPE
107210,3470,0.083290,SCORE
107210,986,0.036439,SCORE
107210,512,0.035398,SCORE
107210,7299,0.022384,SCORE
107210,34995,0.021864,SCORE
107210,813,0.021864,SCORE
107210,10041,0.021864,SCORE
107210,392,0.015096,SCORE
107210,275,0.015096,SCORE
107210,849,0.014576,SCORE
107210,311,0.013535,SCORE
107210,24,0.011452,SCORE
107210,1192,0.010932,SCORE
107210,1800,0.009891,SCORE
107210,6455,0.008850,SCORE
107210,3203,0.008329,SCORE
107210,3377,0.007808,SCORE
107210,1218,0.007288,SCORE
107210,18053,0.007288,SCORE
107210,175,0.007288,SCORE
107210,2004,0.007288,SCORE
107210,51128,0.006767,SCORE
107210,592,0.006767,SCORE
107210,5656,0.006247,SCORE
107210,1925,0.005726,SCORE
107210,2187,0.005206,SCORE
107210,2153,0.005206,SCORE
107210,190,0.004685,SCORE
107210,1389,0.004685,SCORE
107210,1462,0.004685,SCORE
107211,8291,0.091802,SCORE
107211,3047,0.035532,SCORE
107211,1127,0.028425,SCORE
107211,928,0.027572,SCORE
107211,944,0.024133,SCORE
107211,819,0.019715,SCORE
107211,511,0.019537,SCORE
107211,38,0.015043,SCORE
107211,2435,0.013917,SCORE
107211,2407,0.012170,SCORE
107211,62927,0.011654,SCORE
107211,11728,0.011460,SCORE
107211,2397,0.010608,SCORE
107211,794,0.010599,SCORE
107211,349,0.010478,SCORE
107211,17898,0.010233,SCORE
107211,9747,0.008623,SCORE
107211,30,0.008014,SCORE
107211,796,0.007827,SCORE
107211,3013,0.007675,SCORE
107211,805,0.007629,SCORE
107211,24435,0.007313,SCORE
107211,1557,0.006822,SCORE
107211,3290,0.006799,SCORE
107211,946,0.006658,SCORE
107211,24,0.006413,SCORE
107211,3831,0.006276,SCORE
107211,21317,0.006254,SCORE
107211,839,0.006254,SCORE
107211,22000,0.006167,SCORE
107212,1801,0.010288,SCORE
107212,610,0.008327,SCORE
107212,1941,0.007022,SCORE
107212,224,0.006762,SCORE
107212,175,0.006648,SCORE
107212,154,0.006342,SCORE
107212,517,0.005113,SCORE
107212,261,0.004915,SCORE
107212,807,0.004785,SCORE
107212,2717,0.003953,SCORE
107212,33,0.003457,SCORE
107212,2855,0.003442,SCORE
107212,34,0.003289,SCORE
107212,849,0.003160,SCORE
107212,6793,0.003129,SCORE
107212,208,0.002282,SCORE
107212,1953,0.002236,SCORE
107212,379,0.002091,SCORE
107212,584,0.001961,SCORE
107212,360,0.001954,SCORE
107212,26,0.001946,SCORE
107212,1039,0.001946,SCORE
107212,414,0.001900,SCORE
107212,796,0.001900,SCORE
107212,1108,0.001877,SCORE
107212,12857,0.001816,SCORE
107212,2119,0.001801,SCORE
107212,10484,0.001786,SCORE
107212,2168,0.001771,SCORE
107212,511,0.001702,SCORE
107213,4935,0.023368,SCORE
107213,2873,0.013718,SCORE
107213,6392,0.013123,SCORE
107213,620,0.009036,SCORE
107213,10212,0.008384,SCORE
107213,4079,0.008231,SCORE
107213,62,0.008173,SCORE
107213,508,0.007501,SCORE
107213,1848,0.007463,SCORE
107213,9016,0.006619,SCORE
107213,1963,0.006542,SCORE
107213,17196,0.006542,SCORE
107213,13036,0.006465,SCORE
107213,509,0.006427,SCORE
107213,1506,0.006370,SCORE
107213,596,0.006293,SCORE
107213,4683,0.006063,SCORE
107213,1390,0.005967,SCORE
107213,3191,0.005794,SCORE
107213,9884,0.005794,SCORE
107213,3984,0.005161,SCORE
107213,6804,0.005122,SCORE
107213,1886,0.005027,SCORE
107213,1555,0.004547,SCORE
107213,531,0.004547,SCORE
107213,1915,0.004489,SCORE
107213,11050,0.004355,SCORE
107213,792,0.004355,SCORE
107213,2649,0.004278,SCORE
107213,1850,0.004202,SCORE
107214,685,0.050633,SCORE
107214,2263,0.048101,SCORE
107214,539,0.027848,SCORE
107214,175,0.026582,SCORE
107214,4361,0.022785,SCORE
107214,261,0.022785,SCORE
107214,315,0.018987,SCORE
107214,12866,0.018987,SCORE
107214,1993,0.017722,SCORE
107214,274,0.017722,SCORE
107214,7434,0.016456,SCORE
107214,428,0.015190,SCORE
107214,2447,0.013924,SCORE
107214,24,0.012658,SCORE
107214,15,0.011392,SCORE
107214,1593,0.011392,SCORE
107214,521,0.007595,SCORE
107214,126,0.007595,SCORE
107214,5397,0.007595,SCORE
107214,1067,0.006329,SCORE
107214,511,0.006329,SCORE
107214,1068,0.006329,SCORE
107214,117,0.005063,SCORE
107214,64,0.005063,SCORE
107214,193,0.005063,SCORE
107214,2870,0.005063,SCORE
107214,2059,0.005063,SCORE
107214,19332,0.005063,SCORE
107214,10690,0.005063,SCORE
107214,2153,0.003797,SCORE
107215,817,0.026158,SCORE
107215,5112,0.025984,SCORE
107215,878,0.022520,SCORE
107215,3651,0.018591,SCORE
107215,5113,0.018368,SCORE
107215,1071,0.014529,SCORE
107215,7345,0.012262,SCORE
107215,1904,0.012239,SCORE
