:START_ID,:END_ID,score:DOUBLE,:TYPE
30650,143,0.020769,SCORE
30650,358,0.011994,SCORE
30650,24,0.009682,SCORE
30650,117,0.009318,SCORE
30650,1066,0.008208,SCORE
30650,12429,0.005500,SCORE
30650,261,0.004463,SCORE
30650,824,0.004357,SCORE
30650,596,0.004350,SCORE
30650,190,0.003733,SCORE
30650,175,0.003641,SCORE
30650,8567,0.003304,SCORE
30650,1163,0.003240,SCORE
30650,73,0.003106,SCORE
30650,1328,0.003092,SCORE
30650,709,0.003049,SCORE
30650,211,0.003008,SCORE
30650,270,0.002940,SCORE
30650,795,0.002934,SCORE
30650,796,0.002928,SCORE
30650,4374,0.002898,SCORE
30650,275,0.002788,SCORE
30650,3615,0.002756,SCORE
30650,1435,0.002727,SCORE
30650,385,0.002708,SCORE
30650,1043,0.002704,SCORE
30650,681,0.002671,SCORE
30650,1252,0.002648,SCORE
30650,3688,0.002626,SCORE
30650,2512,0.002602,SCORE
30651,161,0.062481,SCORE
30651,441,0.015353,SCORE
30651,4985,0.014618,SCORE
30651,2187,0.014059,SCORE
30651,724,0.011461,SCORE
30651,8,0.010262,SCORE
30651,27416,0.010206,SCORE
30651,3851,0.009885,SCORE
30651,6704,0.008498,SCORE
30651,24,0.008408,SCORE
30651,736,0.008124,SCORE
30651,261,0.008065,SCORE
30651,1108,0.007680,SCORE
30651,8296,0.007336,SCORE
30651,23757,0.007178,SCORE
30651,571,0.006962,SCORE
30651,26,0.006954,SCORE
30651,428,0.005611,SCORE
30651,120,0.005585,SCORE
30651,659,0.005047,SCORE
30651,849,0.004054,SCORE
30651,11781,0.003926,SCORE
30651,992,0.003849,SCORE
30651,1950,0.003484,SCORE
30651,3193,0.002882,SCORE
30651,856,0.002878,SCORE
30651,1399,0.002863,SCORE
30651,3621,0.002804,SCORE
30651,794,0.002726,SCORE
30651,4288,0.002685,SCORE
30652,12857,0.029181,SCORE
30652,161,0.024185,SCORE
30652,1533,0.010566,SCORE
30652,1801,0.007717,SCORE
30652,610,0.006269,SCORE
30652,747,0.005798,SCORE
30652,261,0.005626,SCORE
30652,1941,0.005267,SCORE
30652,2768,0.005226,SCORE
30652,224,0.005072,SCORE
30652,175,0.004986,SCORE
30652,154,0.004757,SCORE
30652,1248,0.004272,SCORE
30652,208,0.003896,SCORE
30652,517,0.003835,SCORE
30652,7263,0.003690,SCORE
30652,807,0.003589,SCORE
30652,2438,0.003529,SCORE
30652,1549,0.003501,SCORE
30652,16811,0.003472,SCORE
30652,659,0.003315,SCORE
30652,2717,0.002965,SCORE
30652,3403,0.002768,SCORE
30652,26,0.002620,SCORE
30652,33,0.002593,SCORE
30652,2855,0.002582,SCORE
30652,2621,0.002509,SCORE
30652,34,0.002467,SCORE
30652,849,0.002370,SCORE
30652,6793,0.002347,SCORE
30653,24,0.015927,SCORE
30653,5170,0.014599,SCORE
30653,117,0.006603,SCORE
30653,175,0.006348,SCORE
30653,5919,0.005718,SCORE
30653,261,0.005559,SCORE
30653,143,0.005121,SCORE
30653,275,0.004612,SCORE
30653,190,0.004363,SCORE
30653,38,0.004088,SCORE
30653,448,0.003657,SCORE
30653,854,0.003530,SCORE
30653,126,0.003504,SCORE
30653,4695,0.003429,SCORE
30653,26,0.003422,SCORE
30653,13216,0.003283,SCORE
30653,796,0.003276,SCORE
30653,120,0.003167,SCORE
30653,511,0.003122,SCORE
30653,5975,0.003061,SCORE
30653,1815,0.002782,SCORE
30653,9239,0.002665,SCORE
30653,1993,0.002547,SCORE
30653,3851,0.002514,SCORE
30653,1828,0.002472,SCORE
30653,10345,0.002453,SCORE
30653,438,0.002435,SCORE
30653,74,0.002429,SCORE
30653,30,0.002375,SCORE
30653,385,0.002348,SCORE
30654,26,0.035152,SCORE
30654,190,0.019148,SCORE
30654,2248,0.017190,SCORE
30654,659,0.014472,SCORE
30654,24,0.013238,SCORE
30654,143,0.009255,SCORE
30654,261,0.008504,SCORE
30654,208,0.005455,SCORE
30654,275,0.004094,SCORE
30654,117,0.004080,SCORE
30654,3851,0.003820,SCORE
30654,1594,0.003808,SCORE
30654,161,0.003787,SCORE
30654,1786,0.003565,SCORE
30654,1462,0.003545,SCORE
30654,2187,0.003521,SCORE
30654,2621,0.003443,SCORE
30654,476,0.003416,SCORE
30654,1369,0.003252,SCORE
30654,38,0.003226,SCORE
30654,268,0.003177,SCORE
30654,747,0.003150,SCORE
30654,2600,0.003105,SCORE
30654,155,0.003026,SCORE
30654,3651,0.002997,SCORE
30654,9907,0.002950,SCORE
30654,175,0.002777,SCORE
30654,2719,0.002523,SCORE
30654,448,0.002504,SCORE
30654,763,0.002501,SCORE
30655,22645,0.031872,SCORE
30655,175,0.011979,SCORE
30655,117,0.009993,SCORE
30655,507,0.009979,SCORE
30655,311,0.009507,SCORE
30655,1163,0.008618,SCORE
30655,82068,0.007809,SCORE
30655,383,0.007800,SCORE
30655,944,0.007245,SCORE
30655,24,0.006948,SCORE
30655,2070,0.006872,SCORE
30655,518,0.006367,SCORE
30655,789,0.006130,SCORE
30655,275,0.006017,SCORE
30655,161,0.005980,SCORE
30655,448,0.005334,SCORE
30655,1301,0.005284,SCORE
30655,1004,0.004420,SCORE
30655,1895,0.004307,SCORE
30655,2142,0.004167,SCORE
30655,849,0.003690,SCORE
30655,120,0.003587,SCORE
30655,4878,0.003579,SCORE
30655,3812,0.003393,SCORE
30655,2119,0.003303,SCORE
30655,141,0.003151,SCORE
30655,659,0.003007,SCORE
30655,38,0.003003,SCORE
30655,747,0.002959,SCORE
30655,385,0.002917,SCORE
30656,26,0.014124,SCORE
30656,38,0.008035,SCORE
30656,5190,0.007735,SCORE
30656,24,0.007710,SCORE
30656,511,0.006881,SCORE
30656,3663,0.006493,SCORE
30656,10682,0.005796,SCORE
30656,208,0.005605,SCORE
30656,2334,0.005443,SCORE
30656,6826,0.005377,SCORE
30656,9630,0.005324,SCORE
30656,161,0.005296,SCORE
30656,1044,0.005165,SCORE
30656,275,0.004753,SCORE
30656,796,0.004552,SCORE
30656,32372,0.004167,SCORE
30656,532,0.004047,SCORE
30656,448,0.003970,SCORE
30656,514,0.003939,SCORE
30656,126,0.003905,SCORE
30656,746,0.003872,SCORE
30656,175,0.003714,SCORE
30656,261,0.003682,SCORE
30656,33017,0.003681,SCORE
30656,488,0.003646,SCORE
30656,5980,0.003593,SCORE
30656,41712,0.003589,SCORE
30656,817,0.003360,SCORE
30656,190,0.003337,SCORE
30656,143,0.003212,SCORE
30657,308,0.025761,SCORE
30657,2098,0.021937,SCORE
30657,275,0.020262,SCORE
30657,6723,0.018885,SCORE
30657,101,0.018880,SCORE
30657,2206,0.016332,SCORE
30657,4768,0.014624,SCORE
30657,24,0.012667,SCORE
30657,482,0.010324,SCORE
30657,1761,0.009496,SCORE
30657,443,0.009209,SCORE
30657,84,0.009175,SCORE
30657,1422,0.008191,SCORE
30657,449,0.007826,SCORE
30657,5499,0.007426,SCORE
30657,844,0.007291,SCORE
30657,143,0.007222,SCORE
30657,2262,0.006633,SCORE
30657,8351,0.006256,SCORE
30657,43583,0.006250,SCORE
30657,11506,0.005125,SCORE
30657,324,0.004539,SCORE
30657,986,0.004459,SCORE
30657,385,0.004279,SCORE
30657,126,0.004140,SCORE
30657,26,0.004047,SCORE
30657,2725,0.004042,SCORE
30657,854,0.004000,SCORE
30657,654,0.003963,SCORE
30657,412,0.003855,SCORE
30658,175,0.013235,SCORE
30658,1267,0.011085,SCORE
30658,4800,0.010847,SCORE
30658,1838,0.010193,SCORE
30658,931,0.009380,SCORE
30658,3539,0.008664,SCORE
30658,172,0.008351,SCORE
30658,4889,0.007883,SCORE
30658,74194,0.007493,SCORE
30658,31086,0.007092,SCORE
30658,266,0.007073,SCORE
30658,518,0.006837,SCORE
30658,84,0.006831,SCORE
30658,275,0.006641,SCORE
30658,6686,0.006467,SCORE
30658,3812,0.006071,SCORE
30658,161,0.005714,SCORE
30658,26195,0.005380,SCORE
30658,24,0.004998,SCORE
30658,659,0.004972,SCORE
30658,126,0.004777,SCORE
30658,38568,0.004577,SCORE
30658,5575,0.004490,SCORE
30658,836,0.004453,SCORE
30658,38,0.004380,SCORE
30658,261,0.004250,SCORE
30658,141,0.004234,SCORE
30658,796,0.004140,SCORE
30658,1537,0.004130,SCORE
30658,448,0.004122,SCORE
30659,6768,0.040155,SCORE
30659,7150,0.030080,SCORE
30659,8493,0.018533,SCORE
30659,3573,0.015556,SCORE
30659,6027,0.012661,SCORE
30659,2329,0.011788,SCORE
30659,40066,0.010623,SCORE
30659,596,0.010403,SCORE
30659,9123,0.010381,SCORE
30659,9047,0.008876,SCORE
30659,5826,0.007583,SCORE
30659,6012,0.007339,SCORE
30659,12215,0.007131,SCORE
30659,15590,0.006972,SCORE
30659,25596,0.006179,SCORE
30659,27355,0.005786,SCORE
30659,17329,0.005662,SCORE
30659,8614,0.005576,SCORE
30659,3679,0.005514,SCORE
30659,84,0.004927,SCORE
30659,6934,0.004898,SCORE
30659,508,0.004755,SCORE
30659,3680,0.004477,SCORE
30659,1442,0.004449,SCORE
30659,1267,0.004393,SCORE
30659,3962,0.004381,SCORE
30659,29519,0.004321,SCORE
30659,40067,0.004262,SCORE
30659,10145,0.004006,SCORE
30659,26056,0.003829,SCORE
30660,33271,0.022222,SCORE
30660,6768,0.019051,SCORE
30660,4889,0.018468,SCORE
30660,4878,0.017042,SCORE
30660,6688,0.015670,SCORE
30660,273,0.014340,SCORE
30660,5248,0.014252,SCORE
30660,12215,0.011644,SCORE
30660,410,0.011478,SCORE
30660,15590,0.009534,SCORE
30660,10242,0.008469,SCORE
30660,24,0.008059,SCORE
30660,522,0.008014,SCORE
30660,3605,0.007605,SCORE
30660,8614,0.007572,SCORE
30660,5826,0.007411,SCORE
