:START_ID,:END_ID,score:DOUBLE,:TYPE
116340,143,0.133609,SCORE
116340,1895,0.036316,SCORE
116340,18691,0.034286,SCORE
116340,410,0.031579,SCORE
116340,681,0.028647,SCORE
116340,137,0.025789,SCORE
116340,1041,0.024286,SCORE
116340,29321,0.021053,SCORE
116340,2128,0.011955,SCORE
116340,2470,0.011955,SCORE
116340,31573,0.011429,SCORE
116340,1163,0.010526,SCORE
116340,456,0.010526,SCORE
116340,3555,0.010526,SCORE
116340,19857,0.010526,SCORE
116340,3107,0.010526,SCORE
116340,45143,0.010526,SCORE
116340,15768,0.010000,SCORE
116340,161,0.009549,SCORE
116340,111,0.008571,SCORE
116340,14277,0.008571,SCORE
116340,49991,0.008571,SCORE
116340,12210,0.008120,SCORE
116340,738,0.008120,SCORE
116340,512,0.008120,SCORE
116340,7263,0.008120,SCORE
116340,1049,0.008120,SCORE
116340,704,0.008120,SCORE
116340,1276,0.007143,SCORE
116340,1485,0.006692,SCORE
116341,24,0.021108,SCORE
116341,308,0.020016,SCORE
116341,313,0.013041,SCORE
116341,275,0.012373,SCORE
116341,449,0.008552,SCORE
116341,709,0.006733,SCORE
116341,3986,0.006672,SCORE
116341,382,0.006247,SCORE
116341,604,0.006005,SCORE
116341,3,0.005641,SCORE
116341,631,0.005338,SCORE
116341,126,0.005277,SCORE
116341,5355,0.005034,SCORE
116341,148,0.004913,SCORE
116341,622,0.004852,SCORE
116341,261,0.004731,SCORE
116341,5914,0.004306,SCORE
116341,9882,0.004306,SCORE
116341,2855,0.004306,SCORE
116341,406,0.003943,SCORE
116341,84,0.003761,SCORE
116341,233,0.003761,SCORE
116341,4754,0.003761,SCORE
116341,2153,0.003639,SCORE
116341,4671,0.003397,SCORE
116341,521,0.003336,SCORE
116341,448,0.003336,SCORE
116341,2892,0.003275,SCORE
116341,4723,0.003275,SCORE
116341,2525,0.003275,SCORE
116342,2138,0.066476,SCORE
116342,143,0.029736,SCORE
116342,126,0.016536,SCORE
116342,6383,0.015018,SCORE
116342,7376,0.014578,SCORE
116342,261,0.012452,SCORE
116342,56,0.011857,SCORE
116342,11805,0.010584,SCORE
116342,21455,0.010393,SCORE
116342,275,0.009631,SCORE
116342,4297,0.009568,SCORE
116342,7769,0.008735,SCORE
116342,49055,0.007812,SCORE
116342,385,0.007596,SCORE
116342,24,0.007428,SCORE
116342,3329,0.007297,SCORE
116342,311,0.007252,SCORE
116342,931,0.007201,SCORE
116342,3586,0.007156,SCORE
116342,41721,0.007102,SCORE
116342,7970,0.006987,SCORE
116342,681,0.006894,SCORE
116342,499,0.006717,SCORE
116342,237,0.005562,SCORE
116342,4486,0.005375,SCORE
116342,597,0.005054,SCORE
116342,22885,0.004993,SCORE
116342,6617,0.004842,SCORE
116342,2247,0.004716,SCORE
116342,448,0.004466,SCORE
116343,2621,0.056759,SCORE
116343,701,0.043209,SCORE
116343,747,0.019367,SCORE
116343,5291,0.013487,SCORE
116343,24,0.010994,SCORE
116343,513,0.010227,SCORE
116343,26,0.008949,SCORE
116343,268,0.008821,SCORE
116343,11755,0.008054,SCORE
116343,190,0.007926,SCORE
116343,1594,0.007223,SCORE
116343,385,0.007159,SCORE
116343,819,0.006456,SCORE
116343,342,0.006392,SCORE
116343,468,0.006008,SCORE
116343,117,0.005944,SCORE
116343,763,0.005817,SCORE
116343,2020,0.005817,SCORE
116343,659,0.005753,SCORE
116343,4142,0.005689,SCORE
116343,7009,0.005369,SCORE
116343,1595,0.005305,SCORE
116343,796,0.005305,SCORE
116343,261,0.005241,SCORE
116343,3440,0.004666,SCORE
116343,38,0.004538,SCORE
116343,6715,0.004474,SCORE
116343,314,0.004410,SCORE
116343,1557,0.004283,SCORE
116343,944,0.004091,SCORE
116344,410,0.294643,SCORE
116344,2485,0.053571,SCORE
116344,42530,0.035714,SCORE
116344,3734,0.026786,SCORE
116344,161,0.026786,SCORE
116344,143,0.026786,SCORE
116344,8019,0.017857,SCORE
116344,1911,0.017857,SCORE
116344,3786,0.017857,SCORE
116344,11117,0.017857,SCORE
116344,3555,0.017857,SCORE
116344,331,0.017857,SCORE
116344,17736,0.017857,SCORE
116344,1130,0.017857,SCORE
116344,12272,0.017857,SCORE
116344,2034,0.017857,SCORE
116344,100839,0.017857,SCORE
116344,6243,0.017857,SCORE
116344,6989,0.017857,SCORE
116344,12122,0.017857,SCORE
116344,20190,0.008929,SCORE
116344,113,0.008929,SCORE
116344,4411,0.008929,SCORE
116344,4507,0.008929,SCORE
116344,7798,0.008929,SCORE
116344,819,0.008929,SCORE
116344,1284,0.008929,SCORE
116344,30454,0.008929,SCORE
116344,9090,0.008929,SCORE
116344,2026,0.008929,SCORE
116345,1129,0.142405,SCORE
116345,1267,0.019780,SCORE
116345,98,0.019778,SCORE
116345,17754,0.019472,SCORE
116345,1334,0.019472,SCORE
116345,51753,0.018196,SCORE
116345,261,0.013230,SCORE
116345,3272,0.012658,SCORE
116345,61155,0.012088,SCORE
116345,2817,0.010989,SCORE
116345,15714,0.010989,SCORE
116345,448,0.010066,SCORE
116345,4221,0.009494,SCORE
116345,543,0.009275,SCORE
116345,7998,0.008791,SCORE
116345,7936,0.008176,SCORE
116345,6595,0.007911,SCORE
116345,24,0.007692,SCORE
116345,974,0.007385,SCORE
116345,275,0.007077,SCORE
116345,54923,0.006593,SCORE
116345,328,0.006593,SCORE
116345,156,0.005978,SCORE
116345,57272,0.005978,SCORE
116345,7653,0.005670,SCORE
116345,5648,0.005538,SCORE
116345,1879,0.005495,SCORE
116345,65159,0.005495,SCORE
116345,4938,0.005495,SCORE
116345,211,0.005055,SCORE
116346,24698,0.030390,SCORE
116346,5437,0.022926,SCORE
116346,507,0.022818,SCORE
116346,1049,0.018193,SCORE
116346,140,0.017834,SCORE
116346,7392,0.016594,SCORE
116346,24,0.016040,SCORE
116346,596,0.011847,SCORE
116346,1267,0.011452,SCORE
116346,360,0.008673,SCORE
116346,1462,0.008599,SCORE
116346,175,0.008546,SCORE
116346,4939,0.006711,SCORE
116346,836,0.006658,SCORE
116346,98,0.006332,SCORE
116346,2220,0.006329,SCORE
116346,1255,0.005765,SCORE
116346,218,0.005340,SCORE
116346,1160,0.005327,SCORE
116346,26,0.005218,SCORE
116346,3203,0.005155,SCORE
116346,15,0.005113,SCORE
116346,4817,0.005090,SCORE
116346,18081,0.005086,SCORE
116346,24050,0.005070,SCORE
116346,2216,0.005067,SCORE
116346,448,0.005063,SCORE
116346,11914,0.005063,SCORE
116346,1476,0.005053,SCORE
116346,4938,0.004427,SCORE
116347,1801,0.010288,SCORE
116347,610,0.008327,SCORE
116347,1941,0.007022,SCORE
116347,224,0.006762,SCORE
116347,175,0.006648,SCORE
116347,154,0.006342,SCORE
116347,517,0.005113,SCORE
116347,261,0.004915,SCORE
116347,807,0.004785,SCORE
116347,2717,0.003953,SCORE
116347,33,0.003457,SCORE
116347,2855,0.003442,SCORE
116347,34,0.003289,SCORE
116347,849,0.003160,SCORE
116347,6793,0.003129,SCORE
116347,208,0.002282,SCORE
116347,1953,0.002236,SCORE
116347,379,0.002091,SCORE
116347,584,0.001961,SCORE
116347,360,0.001954,SCORE
116347,26,0.001946,SCORE
116347,1039,0.001946,SCORE
116347,414,0.001900,SCORE
116347,796,0.001900,SCORE
116347,1108,0.001877,SCORE
116347,12857,0.001816,SCORE
116347,2119,0.001801,SCORE
116347,10484,0.001786,SCORE
116347,2168,0.001771,SCORE
116347,511,0.001702,SCORE
116348,5260,0.076450,SCORE
116348,752,0.031595,SCORE
116348,230,0.024607,SCORE
116348,3526,0.017679,SCORE
116348,819,0.017500,SCORE
116348,801,0.017321,SCORE
116348,796,0.016186,SCORE
116348,2046,0.016007,SCORE
116348,33795,0.015887,SCORE
116348,9274,0.013618,SCORE
