:START_ID,:END_ID,score:DOUBLE,:TYPE
97950,24,0.018268,SCORE
97950,50725,0.015278,SCORE
97950,6381,0.014583,SCORE
97950,313,0.014423,SCORE
97950,101,0.014299,SCORE
97950,11735,0.012507,SCORE
97950,3493,0.011125,SCORE
97950,38,0.009350,SCORE
97950,14190,0.007740,SCORE
97950,42132,0.006944,SCORE
97950,42131,0.006944,SCORE
97950,99867,0.006250,SCORE
97950,64,0.005896,SCORE
97950,3351,0.005556,SCORE
97950,3552,0.005047,SCORE
97950,208,0.005028,SCORE
97950,175,0.004959,SCORE
97950,184,0.004809,SCORE
97950,161,0.004794,SCORE
97950,385,0.004728,SCORE
97950,15,0.004671,SCORE
97950,8312,0.004616,SCORE
97950,381,0.004608,SCORE
97950,854,0.004380,SCORE
97950,2771,0.004356,SCORE
97950,12625,0.004181,SCORE
97950,9857,0.004174,SCORE
97950,659,0.003933,SCORE
97950,261,0.003533,SCORE
97950,275,0.003517,SCORE
97951,1886,0.071429,SCORE
97951,31,0.036706,SCORE
97951,13949,0.035994,SCORE
97951,8735,0.035943,SCORE
97951,172,0.035806,SCORE
97951,22369,0.035714,SCORE
97951,163,0.025433,SCORE
97951,2855,0.023501,SCORE
97951,62,0.023007,SCORE
97951,447,0.019996,SCORE
97951,4032,0.012249,SCORE
97951,24,0.011606,SCORE
97951,10243,0.011124,SCORE
97951,291,0.009167,SCORE
97951,34484,0.008669,SCORE
97951,526,0.007922,SCORE
97951,498,0.007917,SCORE
97951,15152,0.007745,SCORE
97951,7386,0.007565,SCORE
97951,5814,0.006960,SCORE
97951,32,0.006930,SCORE
97951,10287,0.006737,SCORE
97951,17036,0.006404,SCORE
97951,14919,0.006342,SCORE
97951,817,0.006181,SCORE
97951,311,0.005984,SCORE
97951,10159,0.005964,SCORE
97951,1901,0.005845,SCORE
97951,184,0.005497,SCORE
97951,596,0.005349,SCORE
97952,1104,0.107471,SCORE
97952,268,0.060760,SCORE
97952,2265,0.028644,SCORE
97952,351,0.024768,SCORE
97952,261,0.023905,SCORE
97952,24,0.017442,SCORE
