:START_ID,:END_ID,score:DOUBLE,:TYPE
67300,2370,0.016989,RECO_SCORE
67300,392,0.014831,RECO_SCORE
67300,128,0.013687,RECO_SCORE
67300,275,0.011921,RECO_SCORE
67300,2352,0.011579,RECO_SCORE
67300,3752,0.009726,RECO_SCORE
67300,448,0.008702,RECO_SCORE
67300,1953,0.008100,RECO_SCORE
67300,38181,0.007767,RECO_SCORE
67300,1983,0.007752,RECO_SCORE
67300,646,0.006563,RECO_SCORE
67300,350,0.006536,RECO_SCORE
67300,3337,0.006494,RECO_SCORE
67300,2034,0.006087,RECO_SCORE
67300,43687,0.005825,RECO_SCORE
67300,1297,0.005492,RECO_SCORE
67300,4997,0.004821,RECO_SCORE
67300,211,0.004766,RECO_SCORE
67300,849,0.004549,RECO_SCORE
67300,9662,0.004523,RECO_SCORE
67300,5763,0.004491,RECO_SCORE
67300,2360,0.004423,RECO_SCORE
67300,95,0.004287,RECO_SCORE
67300,1778,0.004150,RECO_SCORE
67300,60769,0.004026,RECO_SCORE
67300,18892,0.003971,RECO_SCORE
67300,4006,0.003930,RECO_SCORE
67300,1279,0.003924,RECO_SCORE
67300,2485,0.003908,RECO_SCORE
67300,1563,0.003907,RECO_SCORE
67301,67303,0.088213,RECO_SCORE
67301,67304,0.044980,RECO_SCORE
67301,1684,0.041856,RECO_SCORE
67301,807,0.038167,RECO_SCORE
67301,27695,0.028571,RECO_SCORE
67301,507,0.025457,RECO_SCORE
67301,817,0.019163,RECO_SCORE
67301,33724,0.019048,RECO_SCORE
67301,33730,0.019048,RECO_SCORE
67301,537,0.013615,RECO_SCORE
67301,836,0.011573,RECO_SCORE
67301,1377,0.011440,RECO_SCORE
67301,5857,0.009586,RECO_SCORE
67301,31749,0.009531,RECO_SCORE
67301,16908,0.009531,RECO_SCORE
67301,15954,0.009524,RECO_SCORE
67301,81234,0.009524,RECO_SCORE
67301,41908,0.009524,RECO_SCORE
67301,7818,0.009524,RECO_SCORE
67301,61243,0.009524,RECO_SCORE
67301,29026,0.009524,RECO_SCORE
67301,31197,0.009524,RECO_SCORE
67301,1195,0.007915,RECO_SCORE
67301,19258,0.007512,RECO_SCORE
67301,5867,0.007338,RECO_SCORE
67301,3962,0.006951,RECO_SCORE
67301,1029,0.006318,RECO_SCORE
67301,35616,0.006271,RECO_SCORE
67301,6914,0.005776,RECO_SCORE
67301,19318,0.005754,RECO_SCORE
67302,1009,0.019449,RECO_SCORE
67302,3474,0.015382,RECO_SCORE
67302,74,0.012641,RECO_SCORE
67302,24,0.012443,RECO_SCORE
67302,190,0.010949,RECO_SCORE
67302,1853,0.009144,RECO_SCORE
67302,275,0.006971,RECO_SCORE
67302,175,0.006093,RECO_SCORE
67302,511,0.005632,RECO_SCORE
67302,1471,0.005569,RECO_SCORE
67302,38,0.005282,RECO_SCORE
67302,1263,0.004602,RECO_SCORE
67302,1462,0.004325,RECO_SCORE
67302,448,0.003663,RECO_SCORE
67302,4370,0.003523,RECO_SCORE
67302,261,0.003510,RECO_SCORE
67302,141,0.003287,RECO_SCORE
67302,2,0.003207,RECO_SCORE
67302,2618,0.003177,RECO_SCORE
67302,836,0.003084,RECO_SCORE
67302,1076,0.003071,RECO_SCORE
67302,2558,0.003010,RECO_SCORE
67302,143,0.002758,RECO_SCORE
67302,1010,0.002699,RECO_SCORE
67302,1047,0.002652,RECO_SCORE
67302,95,0.002599,RECO_SCORE
67302,5727,0.002384,RECO_SCORE
67302,12412,0.002278,RECO_SCORE
67302,12411,0.002276,RECO_SCORE
67302,15,0.002257,RECO_SCORE
67303,13942,0.033099,RECO_SCORE
67303,67304,0.025738,RECO_SCORE
67303,1195,0.023507,RECO_SCORE
67303,1684,0.016228,RECO_SCORE
67303,67301,0.014814,RECO_SCORE
67303,23376,0.012153,RECO_SCORE
67303,3881,0.010189,RECO_SCORE
67303,35616,0.009739,RECO_SCORE
67303,3962,0.008824,RECO_SCORE
67303,24,0.008779,RECO_SCORE
67303,8665,0.007991,RECO_SCORE
67303,15365,0.007471,RECO_SCORE
67303,507,0.007308,RECO_SCORE
67303,34722,0.007209,RECO_SCORE
67303,8428,0.007143,RECO_SCORE
67303,5867,0.005935,RECO_SCORE
67303,19258,0.005784,RECO_SCORE
67303,885,0.005628,RECO_SCORE
67303,1675,0.005555,RECO_SCORE
67303,50856,0.005552,RECO_SCORE
67303,161,0.005495,RECO_SCORE
67303,15975,0.005207,RECO_SCORE
67303,1029,0.005000,RECO_SCORE
67303,84,0.004749,RECO_SCORE
67303,15,0.004036,RECO_SCORE
67303,64618,0.003993,RECO_SCORE
67303,2600,0.003726,RECO_SCORE
67303,8518,0.003722,RECO_SCORE
67303,17464,0.003700,RECO_SCORE
67303,26,0.003515,RECO_SCORE
