:START_ID,:END_ID,score:DOUBLE,:TYPE
18390,95,0.011464,RECO_SCORE
18390,1010,0.008671,RECO_SCORE
18390,1272,0.008358,RECO_SCORE
18390,1163,0.005277,RECO_SCORE
18390,2491,0.005154,RECO_SCORE
18390,1334,0.005142,RECO_SCORE
18390,156,0.004992,RECO_SCORE
18390,691,0.004775,RECO_SCORE
18390,2817,0.004763,RECO_SCORE
18390,1590,0.004756,RECO_SCORE
18390,1462,0.004624,RECO_SCORE
18390,507,0.004370,RECO_SCORE
18390,856,0.003882,RECO_SCORE
18390,211,0.003820,RECO_SCORE
18390,1093,0.003741,RECO_SCORE
18390,385,0.003661,RECO_SCORE
18390,448,0.003531,RECO_SCORE
18390,131,0.003530,RECO_SCORE
18390,143,0.003305,RECO_SCORE
18390,944,0.003284,RECO_SCORE
18390,1255,0.003232,RECO_SCORE
18390,844,0.003230,RECO_SCORE
18390,24,0.003230,RECO_SCORE
18390,849,0.003213,RECO_SCORE
18390,1009,0.003138,RECO_SCORE
18390,328,0.003057,RECO_SCORE
18390,836,0.003040,RECO_SCORE
18390,311,0.003025,RECO_SCORE
18390,1262,0.002954,RECO_SCORE
18390,94,0.002896,RECO_SCORE
18391,3128,0.094027,RECO_SCORE
18391,24,0.019202,RECO_SCORE
18391,2186,0.017921,RECO_SCORE
18391,311,0.013462,RECO_SCORE
18391,1609,0.012474,RECO_SCORE
18391,730,0.010017,RECO_SCORE
18391,448,0.009076,RECO_SCORE
18391,1228,0.008475,RECO_SCORE
18391,7149,0.008475,RECO_SCORE
18391,4648,0.008154,RECO_SCORE
18391,1862,0.007765,RECO_SCORE
18391,37814,0.007350,RECO_SCORE
18391,120,0.007178,RECO_SCORE
18391,7408,0.006973,RECO_SCORE
18391,17967,0.006905,RECO_SCORE
18391,18854,0.006455,RECO_SCORE
18391,3472,0.006144,RECO_SCORE
18391,1195,0.006049,RECO_SCORE
18391,44733,0.005787,RECO_SCORE
18391,158,0.005625,RECO_SCORE
18391,3380,0.005565,RECO_SCORE
18391,1233,0.005441,RECO_SCORE
18391,245,0.004940,RECO_SCORE
18391,43439,0.004897,RECO_SCORE
18391,1330,0.004748,RECO_SCORE
18391,2098,0.004197,RECO_SCORE
18391,175,0.003957,RECO_SCORE
18391,4645,0.003750,RECO_SCORE
18391,12010,0.003745,RECO_SCORE
18391,411,0.003694,RECO_SCORE
18392,646,0.020406,RECO_SCORE
18392,448,0.015227,RECO_SCORE
18392,2817,0.008397,RECO_SCORE
18392,1051,0.007208,RECO_SCORE
18392,836,0.006892,RECO_SCORE
18392,1462,0.006848,RECO_SCORE
18392,844,0.006752,RECO_SCORE
18392,856,0.006604,RECO_SCORE
18392,26,0.005754,RECO_SCORE
18392,849,0.005553,RECO_SCORE
18392,1010,0.005550,RECO_SCORE
18392,1163,0.005470,RECO_SCORE
18392,3203,0.005210,RECO_SCORE
18392,698,0.005118,RECO_SCORE
18392,1334,0.004870,RECO_SCORE
18392,311,0.004812,RECO_SCORE
18392,211,0.004745,RECO_SCORE
18392,385,0.004704,RECO_SCORE
18392,24,0.004594,RECO_SCORE
18392,482,0.004446,RECO_SCORE
18392,4938,0.004402,RECO_SCORE
18392,691,0.004302,RECO_SCORE
18392,117,0.004124,RECO_SCORE
18392,5494,0.003950,RECO_SCORE
18392,677,0.003618,RECO_SCORE
18392,2164,0.003495,RECO_SCORE
18392,2831,0.003468,RECO_SCORE
18392,1255,0.003462,RECO_SCORE
18392,1027,0.003399,RECO_SCORE
18392,2034,0.003272,RECO_SCORE
18393,15,0.032544,RECO_SCORE
18393,1823,0.022080,RECO_SCORE
18393,16,0.021324,RECO_SCORE
18393,1369,0.019305,RECO_SCORE
18393,24,0.012281,RECO_SCORE
18393,161,0.011018,RECO_SCORE
18393,175,0.008988,RECO_SCORE
18393,12923,0.007924,RECO_SCORE
18393,27,0.007436,RECO_SCORE
18393,26,0.007192,RECO_SCORE
18393,2293,0.006995,RECO_SCORE
18393,807,0.006617,RECO_SCORE
18393,747,0.006321,RECO_SCORE
18393,1039,0.006087,RECO_SCORE
18393,362,0.005647,RECO_SCORE
18393,9337,0.005329,RECO_SCORE
18393,2285,0.005190,RECO_SCORE
18393,275,0.004878,RECO_SCORE
18393,5928,0.004643,RECO_SCORE
18393,448,0.004607,RECO_SCORE
18393,1071,0.004594,RECO_SCORE
18393,2855,0.004426,RECO_SCORE
18393,701,0.004353,RECO_SCORE
18393,137,0.004164,RECO_SCORE
18393,3808,0.004124,RECO_SCORE
18393,659,0.004055,RECO_SCORE
18393,3315,0.003847,RECO_SCORE
18393,2031,0.003841,RECO_SCORE
18393,68,0.003798,RECO_SCORE
18393,148,0.003682,RECO_SCORE
18394,163,0.009741,RECO_SCORE
18394,24,0.008321,RECO_SCORE
18394,537,0.007236,RECO_SCORE
18394,175,0.006846,RECO_SCORE
18394,161,0.006498,RECO_SCORE
18394,448,0.006003,RECO_SCORE
18394,2855,0.005335,RECO_SCORE
18394,143,0.005074,RECO_SCORE
18394,184,0.004503,RECO_SCORE
18394,2470,0.003998,RECO_SCORE
18394,261,0.003997,RECO_SCORE
18394,275,0.003947,RECO_SCORE
18394,218,0.003814,RECO_SCORE
18394,120,0.003780,RECO_SCORE
18394,34879,0.003552,RECO_SCORE
18394,158,0.003544,RECO_SCORE
18394,233,0.003470,RECO_SCORE
18394,360,0.003159,RECO_SCORE
18394,350,0.003025,RECO_SCORE
18394,2370,0.002858,RECO_SCORE
18394,38,0.002722,RECO_SCORE
18394,1025,0.002643,RECO_SCORE
18394,3337,0.002544,RECO_SCORE
18394,1255,0.002189,RECO_SCORE
18394,1963,0.002187,RECO_SCORE
18394,4939,0.002130,RECO_SCORE
18394,1267,0.001976,RECO_SCORE
18394,521,0.001930,RECO_SCORE
18394,1929,0.001921,RECO_SCORE
18394,148,0.001912,RECO_SCORE
18395,24,0.023810,RECO_SCORE
18395,1904,0.020977,RECO_SCORE
18395,448,0.018687,RECO_SCORE
18395,120,0.015143,RECO_SCORE
18395,785,0.013074,RECO_SCORE
18395,5884,0.012616,RECO_SCORE
18395,1342,0.012598,RECO_SCORE
18395,8296,0.012005,RECO_SCORE
18395,3139,0.010390,RECO_SCORE
18395,1049,0.010227,RECO_SCORE
18395,103,0.009173,RECO_SCORE
18395,2187,0.007972,RECO_SCORE
18395,208,0.007680,RECO_SCORE
18395,796,0.007229,RECO_SCORE
18395,2040,0.006471,RECO_SCORE
18395,275,0.006455,RECO_SCORE
18395,3851,0.006127,RECO_SCORE
18395,143,0.006074,RECO_SCORE
18395,12307,0.005966,RECO_SCORE
18395,26,0.005958,RECO_SCORE
18395,511,0.005883,RECO_SCORE
18395,261,0.005581,RECO_SCORE
18395,38,0.005370,RECO_SCORE
18395,4864,0.005201,RECO_SCORE
18395,175,0.004963,RECO_SCORE
18395,117,0.004605,RECO_SCORE
18395,126,0.004345,RECO_SCORE
18395,2837,0.004287,RECO_SCORE
18395,492,0.004039,RECO_SCORE
18395,1040,0.003799,RECO_SCORE
18396,126,0.039181,RECO_SCORE
18396,143,0.030388,RECO_SCORE
18396,275,0.014722,RECO_SCORE
18396,24,0.012835,RECO_SCORE
18396,741,0.009252,RECO_SCORE
18396,2577,0.006780,RECO_SCORE
18396,3116,0.006380,RECO_SCORE
18396,12351,0.006025,RECO_SCORE
18396,2487,0.005857,RECO_SCORE
18396,14970,0.005682,RECO_SCORE
18396,261,0.005419,RECO_SCORE
18396,64,0.005406,RECO_SCORE
18396,32008,0.004714,RECO_SCORE
18396,3253,0.004612,RECO_SCORE
18396,27087,0.004584,RECO_SCORE
18396,1439,0.004450,RECO_SCORE
18396,11796,0.004440,RECO_SCORE
18396,1674,0.004340,RECO_SCORE
18396,199,0.004265,RECO_SCORE
18396,11805,0.004260,RECO_SCORE
18396,4861,0.004244,RECO_SCORE
18396,412,0.004240,RECO_SCORE
18396,688,0.004038,RECO_SCORE
18396,175,0.003599,RECO_SCORE
18396,382,0.003598,RECO_SCORE
18396,84,0.003591,RECO_SCORE
18396,448,0.003534,RECO_SCORE
18396,350,0.003441,RECO_SCORE
18396,844,0.003366,RECO_SCORE
18396,30,0.003334,RECO_SCORE
18397,24,0.039283,RECO_SCORE
18397,1057,0.013025,RECO_SCORE
18397,261,0.012536,RECO_SCORE
18397,175,0.011986,RECO_SCORE
18397,950,0.010373,RECO_SCORE
18397,756,0.009015,RECO_SCORE
18397,709,0.008171,RECO_SCORE
18397,275,0.007339,RECO_SCORE
18397,518,0.007030,RECO_SCORE
18397,314,0.006129,RECO_SCORE
18397,1040,0.005714,RECO_SCORE
18397,3983,0.004829,RECO_SCORE
18397,796,0.004600,RECO_SCORE
18397,6,0.004038,RECO_SCORE
18397,511,0.003847,RECO_SCORE
18397,141,0.003836,RECO_SCORE
18397,986,0.003785,RECO_SCORE
18397,1575,0.003616,RECO_SCORE
18397,26,0.003456,RECO_SCORE
18397,1968,0.003429,RECO_SCORE
18397,411,0.003412,RECO_SCORE
18397,419,0.003184,RECO_SCORE
18397,137,0.003148,RECO_SCORE
18397,151,0.002956,RECO_SCORE
18397,360,0.002900,RECO_SCORE
18397,117,0.002892,RECO_SCORE
18397,408,0.002879,RECO_SCORE
18397,448,0.002791,RECO_SCORE
18397,839,0.002744,RECO_SCORE
18397,161,0.002585,RECO_SCORE
18398,95,0.029518,RECO_SCORE
18398,175,0.017774,RECO_SCORE
18398,1690,0.012059,RECO_SCORE
18398,796,0.009429,RECO_SCORE
18398,448,0.009250,RECO_SCORE
18398,1435,0.008843,RECO_SCORE
18398,836,0.007590,RECO_SCORE
