:START_ID,:END_ID,score:DOUBLE,:TYPE
110210,817,0.023131,RECO_SCORE
110210,2517,0.018680,RECO_SCORE
110210,25623,0.016038,RECO_SCORE
110210,8073,0.016038,RECO_SCORE
110210,3470,0.015906,RECO_SCORE
110210,659,0.012521,RECO_SCORE
110210,24,0.012403,RECO_SCORE
110210,1372,0.011293,RECO_SCORE
110210,3400,0.010736,RECO_SCORE
110210,763,0.010330,RECO_SCORE
110210,275,0.009176,RECO_SCORE
110210,2906,0.008561,RECO_SCORE
110210,4040,0.008234,RECO_SCORE
110210,2621,0.008013,RECO_SCORE
110210,4768,0.007468,RECO_SCORE
110210,1040,0.007081,RECO_SCORE
110210,1264,0.006856,RECO_SCORE
110210,18852,0.006643,RECO_SCORE
110210,412,0.006218,RECO_SCORE
110210,709,0.006202,RECO_SCORE
110210,268,0.005988,RECO_SCORE
110210,396,0.005881,RECO_SCORE
110210,6793,0.005357,RECO_SCORE
110210,428,0.005048,RECO_SCORE
110210,3983,0.004625,RECO_SCORE
110210,1358,0.004467,RECO_SCORE
110210,36127,0.004464,RECO_SCORE
110210,261,0.004212,RECO_SCORE
110210,161,0.004208,RECO_SCORE
110210,385,0.004160,RECO_SCORE
110211,7764,0.073636,RECO_SCORE
110211,1317,0.053912,RECO_SCORE
110211,48,0.052597,RECO_SCORE
110211,1226,0.051940,RECO_SCORE
110211,1262,0.049310,RECO_SCORE
110211,1070,0.041420,RECO_SCORE
110211,385,0.039448,RECO_SCORE
110211,1316,0.039448,RECO_SCORE
110211,1049,0.036818,RECO_SCORE
110211,5726,0.032216,RECO_SCORE
110211,1337,0.020381,RECO_SCORE
110211,9292,0.019724,RECO_SCORE
110211,1495,0.013807,RECO_SCORE
110211,2956,0.010519,RECO_SCORE
110211,9088,0.010519,RECO_SCORE
110211,18713,0.009204,RECO_SCORE
110211,1472,0.009204,RECO_SCORE
110211,2561,0.009204,RECO_SCORE
110211,24,0.008547,RECO_SCORE
110211,12753,0.008547,RECO_SCORE
110211,1755,0.007890,RECO_SCORE
110211,1533,0.007232,RECO_SCORE
110211,1348,0.007232,RECO_SCORE
110211,12091,0.007232,RECO_SCORE
110211,1254,0.006575,RECO_SCORE
110211,10791,0.006575,RECO_SCORE
110211,31826,0.006575,RECO_SCORE
110211,4142,0.005917,RECO_SCORE
110211,21715,0.005917,RECO_SCORE
110211,9719,0.005917,RECO_SCORE
110212,2124,0.017344,RECO_SCORE
110212,1867,0.010202,RECO_SCORE
110212,659,0.008672,RECO_SCORE
110212,261,0.008502,RECO_SCORE
110212,5819,0.007822,RECO_SCORE
110212,175,0.006802,RECO_SCORE
110212,849,0.006802,RECO_SCORE
110212,1039,0.006291,RECO_SCORE
110212,360,0.005101,RECO_SCORE
110212,1262,0.004761,RECO_SCORE
110212,2821,0.004761,RECO_SCORE
110212,1953,0.004591,RECO_SCORE
110212,190,0.004081,RECO_SCORE
110212,326,0.004081,RECO_SCORE
110212,904,0.003911,RECO_SCORE
110212,143,0.003911,RECO_SCORE
110212,7871,0.003911,RECO_SCORE
110212,3388,0.003741,RECO_SCORE
110212,592,0.003741,RECO_SCORE
110212,11633,0.003741,RECO_SCORE
110212,1558,0.003571,RECO_SCORE
110212,161,0.003571,RECO_SCORE
110212,2906,0.003571,RECO_SCORE
110212,428,0.003571,RECO_SCORE
110212,381,0.003401,RECO_SCORE
110212,1317,0.003401,RECO_SCORE
110212,2191,0.003231,RECO_SCORE
110212,2263,0.003231,RECO_SCORE
110212,64,0.003061,RECO_SCORE
110212,7852,0.003061,RECO_SCORE
110213,22884,0.306413,RECO_SCORE
110213,2245,0.223278,RECO_SCORE
110213,1502,0.092637,RECO_SCORE
110213,133,0.030879,RECO_SCORE
110213,5049,0.019002,RECO_SCORE
110213,16136,0.014252,RECO_SCORE
110213,223,0.014252,RECO_SCORE
110213,2977,0.011876,RECO_SCORE
110213,598,0.011876,RECO_SCORE
110213,18542,0.009501,RECO_SCORE
110213,6246,0.009501,RECO_SCORE
110213,5173,0.009501,RECO_SCORE
110213,40846,0.009501,RECO_SCORE
110213,14984,0.009501,RECO_SCORE
110213,48169,0.007126,RECO_SCORE
110213,6101,0.007126,RECO_SCORE
110213,16334,0.007126,RECO_SCORE
110213,414,0.007126,RECO_SCORE
110213,428,0.007126,RECO_SCORE
110213,21855,0.007126,RECO_SCORE
110213,21639,0.004751,RECO_SCORE
110213,6579,0.004751,RECO_SCORE
110213,5738,0.004751,RECO_SCORE
110213,624,0.004751,RECO_SCORE
110213,15610,0.004751,RECO_SCORE
110213,19504,0.004751,RECO_SCORE
110213,14771,0.004751,RECO_SCORE
110213,3404,0.004751,RECO_SCORE
110213,22881,0.004751,RECO_SCORE
110213,13661,0.004751,RECO_SCORE
110214,1895,0.078074,RECO_SCORE
110214,190,0.052049,RECO_SCORE
110214,189,0.045543,RECO_SCORE
110214,26,0.022772,RECO_SCORE
110214,261,0.018217,RECO_SCORE
110214,73,0.014314,RECO_SCORE
110214,408,0.013663,RECO_SCORE
110214,61433,0.013663,RECO_SCORE
110214,8845,0.012362,RECO_SCORE
110214,1116,0.012362,RECO_SCORE
110214,64,0.012362,RECO_SCORE
110214,741,0.011711,RECO_SCORE
110214,74,0.011711,RECO_SCORE
110214,481,0.011711,RECO_SCORE
110214,597,0.011061,RECO_SCORE
110214,766,0.011061,RECO_SCORE
110214,24,0.010410,RECO_SCORE
110214,1002,0.010410,RECO_SCORE
110214,126,0.010410,RECO_SCORE
110214,10136,0.009759,RECO_SCORE
110214,161,0.009759,RECO_SCORE
110214,5961,0.008458,RECO_SCORE
110214,268,0.007807,RECO_SCORE
110214,2153,0.007807,RECO_SCORE
110214,605,0.007807,RECO_SCORE
110214,1168,0.007807,RECO_SCORE
110214,1853,0.007807,RECO_SCORE
110214,15261,0.007157,RECO_SCORE
110214,7050,0.007157,RECO_SCORE
110214,747,0.005856,RECO_SCORE
110215,1010,0.064012,RECO_SCORE
110215,143,0.047103,RECO_SCORE
110215,13,0.022523,RECO_SCORE
110215,261,0.014412,RECO_SCORE
110215,3156,0.013997,RECO_SCORE
110215,1613,0.010532,RECO_SCORE
110215,1009,0.009811,RECO_SCORE
110215,126,0.008952,RECO_SCORE
110215,981,0.008317,RECO_SCORE
110215,311,0.008188,RECO_SCORE
110215,12820,0.007767,RECO_SCORE
110215,10396,0.007294,RECO_SCORE
110215,3329,0.007288,RECO_SCORE
110215,38,0.006856,RECO_SCORE
110215,9841,0.006045,RECO_SCORE
110215,8139,0.005905,RECO_SCORE
110215,275,0.005675,RECO_SCORE
110215,4040,0.005496,RECO_SCORE
110215,468,0.005484,RECO_SCORE
110215,16458,0.004992,RECO_SCORE
110215,1770,0.004632,RECO_SCORE
110215,1141,0.004546,RECO_SCORE
110215,38905,0.004476,RECO_SCORE
110215,597,0.004472,RECO_SCORE
110215,681,0.004400,RECO_SCORE
110215,5767,0.004178,RECO_SCORE
110215,24,0.004028,RECO_SCORE
110215,268,0.003963,RECO_SCORE
110215,1262,0.003949,RECO_SCORE
110215,1549,0.003595,RECO_SCORE
110216,26,0.064875,RECO_SCORE
110216,190,0.034042,RECO_SCORE
110216,8296,0.027975,RECO_SCORE
110216,2187,0.017144,RECO_SCORE
110216,659,0.016905,RECO_SCORE
110216,15039,0.012242,RECO_SCORE
110216,2417,0.012098,RECO_SCORE
110216,24,0.011116,RECO_SCORE
110216,261,0.010217,RECO_SCORE
110216,6617,0.009020,RECO_SCORE
110216,518,0.008712,RECO_SCORE
110216,175,0.008506,RECO_SCORE
110216,1482,0.008340,RECO_SCORE
110216,799,0.007483,RECO_SCORE
110216,11427,0.005445,RECO_SCORE
110216,1941,0.004815,RECO_SCORE
110216,2621,0.004750,RECO_SCORE
110216,137,0.004546,RECO_SCORE
110216,143,0.004452,RECO_SCORE
110216,161,0.004366,RECO_SCORE
110216,84,0.004338,RECO_SCORE
110216,476,0.004327,RECO_SCORE
110216,1392,0.004007,RECO_SCORE
110216,12875,0.003574,RECO_SCORE
110216,5032,0.003491,RECO_SCORE
110216,419,0.003486,RECO_SCORE
110216,19325,0.003387,RECO_SCORE
110216,592,0.003310,RECO_SCORE
110216,7480,0.003204,RECO_SCORE
110216,1369,0.003187,RECO_SCORE
110217,1801,0.010288,RECO_SCORE
110217,610,0.008327,RECO_SCORE
110217,1941,0.007022,RECO_SCORE
110217,224,0.006762,RECO_SCORE
110217,175,0.006648,RECO_SCORE
110217,154,0.006342,RECO_SCORE
110217,517,0.005113,RECO_SCORE
110217,261,0.004915,RECO_SCORE
110217,807,0.004785,RECO_SCORE
110217,2717,0.003953,RECO_SCORE
110217,33,0.003457,RECO_SCORE
110217,2855,0.003442,RECO_SCORE
110217,34,0.003289,RECO_SCORE
110217,849,0.003160,RECO_SCORE
110217,6793,0.003129,RECO_SCORE
110217,208,0.002282,RECO_SCORE
110217,1953,0.002236,RECO_SCORE
110217,379,0.002091,RECO_SCORE
110217,584,0.001961,RECO_SCORE
110217,360,0.001954,RECO_SCORE
110217,26,0.001946,RECO_SCORE
110217,1039,0.001946,RECO_SCORE
110217,414,0.001900,RECO_SCORE
110217,796,0.001900,RECO_SCORE
110217,1108,0.001877,RECO_SCORE
110217,12857,0.001816,RECO_SCORE
110217,2119,0.001801,RECO_SCORE
110217,10484,0.001786,RECO_SCORE
110217,2168,0.001771,RECO_SCORE
110217,511,0.001702,RECO_SCORE
110218,117610,0.040404,RECO_SCORE
110218,10557,0.035510,RECO_SCORE
110218,7490,0.025272,RECO_SCORE
110218,137,0.023638,RECO_SCORE
110218,732,0.020228,RECO_SCORE
110218,5043,0.015223,RECO_SCORE
110218,5247,0.015208,RECO_SCORE
110218,11967,0.015157,RECO_SCORE
110218,71508,0.015152,RECO_SCORE
110218,507,0.010309,RECO_SCORE
110218,1874,0.010213,RECO_SCORE
110218,15095,0.010175,RECO_SCORE
110218,297,0.010164,RECO_SCORE
110218,16274,0.010119,RECO_SCORE
110218,85961,0.010101,RECO_SCORE
110218,320,0.010101,RECO_SCORE
110218,813,0.009879,RECO_SCORE
110218,31197,0.008318,RECO_SCORE
110218,46143,0.008318,RECO_SCORE
110218,3679,0.007577,RECO_SCORE
110218,849,0.006831,RECO_SCORE
110218,856,0.006632,RECO_SCORE
110218,5575,0.006475,RECO_SCORE
110218,161,0.006460,RECO_SCORE
110218,6012,0.005920,RECO_SCORE
110218,8719,0.005544,RECO_SCORE
110218,1543,0.005508,RECO_SCORE
110218,506,0.005350,RECO_SCORE
110218,5027,0.005157,RECO_SCORE
110218,5989,0.005146,RECO_SCORE
110219,1815,0.055129,RECO_SCORE
110219,6091,0.055118,RECO_SCORE
110219,849,0.021239,RECO_SCORE
110219,636,0.019833,RECO_SCORE
110219,1862,0.018415,RECO_SCORE
110219,34842,0.015759,RECO_SCORE
110219,1764,0.015759,RECO_SCORE
110219,507,0.015748,RECO_SCORE
110219,4777,0.015748,RECO_SCORE
110219,158,0.012559,RECO_SCORE
110219,2689,0.011864,RECO_SCORE
110219,17745,0.011811,RECO_SCORE
110219,43855,0.011811,RECO_SCORE
110219,7042,0.011811,RECO_SCORE
110219,308,0.011811,RECO_SCORE
110219,36247,0.011811,RECO_SCORE
110219,2098,0.010159,RECO_SCORE
110219,685,0.008064,RECO_SCORE
110219,1492,0.007990,RECO_SCORE
110219,4117,0.007969,RECO_SCORE
110219,448,0.007948,RECO_SCORE
110219,2634,0.007937,RECO_SCORE
110219,6750,0.007885,RECO_SCORE
110219,18061,0.007874,RECO_SCORE
110219,34559,0.007874,RECO_SCORE
110219,11513,0.007874,RECO_SCORE
110219,3354,0.007874,RECO_SCORE
110219,175,0.007854,RECO_SCORE
110219,261,0.005174,RECO_SCORE
110219,542,0.004620,RECO_SCORE
110220,275,0.043402,RECO_SCORE
110220,9052,0.019907,RECO_SCORE
110220,24,0.012699,RECO_SCORE
110220,2397,0.012517,RECO_SCORE
110220,117,0.012181,RECO_SCORE
110220,13296,0.011316,RECO_SCORE
110220,1504,0.009187,RECO_SCORE
110220,9884,0.008448,RECO_SCORE
110220,841,0.008180,RECO_SCORE
110220,412,0.008096,RECO_SCORE
110220,141,0.008092,RECO_SCORE
110220,1738,0.007391,RECO_SCORE
110220,6018,0.007367,RECO_SCORE
110220,4758,0.007142,RECO_SCORE
110220,2416,0.006753,RECO_SCORE
110220,137,0.006475,RECO_SCORE
110220,14672,0.006061,RECO_SCORE
110220,1005,0.005487,RECO_SCORE
110220,1331,0.004975,RECO_SCORE
110220,2055,0.004975,RECO_SCORE
110220,163,0.004350,RECO_SCORE
110220,189,0.004268,RECO_SCORE
110220,7614,0.004142,RECO_SCORE
110220,1482,0.004116,RECO_SCORE
110220,650,0.004085,RECO_SCORE
110220,16636,0.003952,RECO_SCORE
110220,3604,0.003825,RECO_SCORE
110220,6651,0.003787,RECO_SCORE
110220,2411,0.003745,RECO_SCORE
110220,5558,0.003731,RECO_SCORE
110221,5139,0.021429,RECO_SCORE
110221,385,0.013783,RECO_SCORE
110221,1163,0.013379,RECO_SCORE
110221,9884,0.009504,RECO_SCORE
110221,117,0.008472,RECO_SCORE
110221,13011,0.007465,RECO_SCORE
110221,38979,0.006922,RECO_SCORE
110221,2029,0.005730,RECO_SCORE
110221,30447,0.005700,RECO_SCORE
110221,17241,0.005443,RECO_SCORE
110221,2818,0.005392,RECO_SCORE
110221,944,0.005325,RECO_SCORE
110221,35334,0.005293,RECO_SCORE
110221,163,0.004925,RECO_SCORE
110221,311,0.004749,RECO_SCORE
110221,1482,0.004491,RECO_SCORE
110221,189,0.004444,RECO_SCORE
110221,1010,0.004409,RECO_SCORE
110221,2207,0.004216,RECO_SCORE
110221,844,0.004180,RECO_SCORE
110221,24,0.004146,RECO_SCORE
110221,507,0.004026,RECO_SCORE
110221,1399,0.003989,RECO_SCORE
110221,856,0.003899,RECO_SCORE
110221,2361,0.003771,RECO_SCORE
110221,4594,0.003722,RECO_SCORE
110221,6565,0.003641,RECO_SCORE
110221,184,0.003596,RECO_SCORE
110221,448,0.003520,RECO_SCORE
110221,201,0.003489,RECO_SCORE
110222,358,0.042167,RECO_SCORE
110222,1801,0.016522,RECO_SCORE
110222,1992,0.014063,RECO_SCORE
110222,30,0.011495,RECO_SCORE
110222,311,0.011196,RECO_SCORE
110222,1435,0.010529,RECO_SCORE
110222,2768,0.009978,RECO_SCORE
110222,1043,0.007442,RECO_SCORE
110222,844,0.006891,RECO_SCORE
110222,143,0.006811,RECO_SCORE
110222,7756,0.006552,RECO_SCORE
110222,856,0.005933,RECO_SCORE
110222,4115,0.005302,RECO_SCORE
110222,2456,0.005250,RECO_SCORE
110222,468,0.005233,RECO_SCORE
110222,1462,0.005022,RECO_SCORE
110222,5424,0.004951,RECO_SCORE
110222,4486,0.004928,RECO_SCORE
110222,978,0.004787,RECO_SCORE
110222,538,0.004712,RECO_SCORE
110222,1909,0.004682,RECO_SCORE
110222,87,0.004511,RECO_SCORE
110222,1163,0.004395,RECO_SCORE
110222,849,0.004356,RECO_SCORE
110222,16991,0.004287,RECO_SCORE
